render_wine_id,channel,candidate_rank,candidate_universe,candidate_id,candidate_nome,candidate_produtor,candidate_safra,candidate_tipo,raw_score,top1_top2_gap,batch_id
1740930,render_nome_produtor,2,render,654349,hospices de beaune corton grand cru cuvee charlotte dumay,louis jadot,,tinto,0.4136,0.0,0
1740930,render_nome_produtor,3,render,37294,beaunegreves premier cru cuvee pierre floquet,hospices de beaune,,tinto,0.3545,0.0,0
1740930,render_nome,1,render,462532,beaune premier cru cuvee hugues et louis betault,hospices de beaune,,tinto,0.4136,0.0,0
1740930,render_nome,2,render,654349,hospices de beaune corton grand cru cuvee charlotte dumay,louis jadot,,tinto,0.4136,0.0,0
1740930,render_nome,3,render,37531,beaune premier cru cuvee guigone de salins,hospices de beaune,,tinto,0.3545,0.0,0
1740930,render_produtor,1,render,1394,beaune premier cru les avaux,louis jadot,,tinto,0.2955,0.0,0
1740930,render_produtor,2,render,1405,beaune premier cru,louis jadot,,tinto,0.2955,0.0,0
1740930,render_produtor,3,render,1420,chablis 1er cru cote de lechet,louis jadot,,branco,0.2364,0.0,0
1740950,render_nome_produtor,1,render,53589,la selection corbieres tinto,chateau du vieux parc,,tinto,0.1857,0.0,0
1740950,render_nome_produtor,2,render,69320,penelope tradition corbieres,chateau helene,,tinto,0.1857,0.0,0
1740950,render_nome_produtor,3,render,71713,corbieres tinto,chateau du vieux parc,,tinto,0.1857,0.0,0
1740950,render_nome,1,render,213298,chateau domecq cosecha seleccionada tinto,domecq,,tinto,0.1857,0.0,0
1740950,render_nome,2,render,698569,chateau chandon tinto de mesa seco fino,moet chandon,,tinto,0.1857,0.0,0
1740950,render_nome,3,render,730913,chateau vieux tinto,lopez,,tinto,0.1857,0.0,0
